Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,0.008,,scales,kg,P,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,,9,,leather products (small),,P,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,,2,,scales,kg,T,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,1980,,medicine,ml,P,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,583,,medicine,,P,I
2018,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,20,,medicine,,T,I
2018,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CZ,CG,,,20,scales,,S,
2018,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CZ,CG,,16,,specimens,,S,W
2018,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CZ,CG,,,60,specimens,,S,
2018,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,MY,ZA,,,1,specimens,ml,,C
2018,I,Manis javanica,Mammalia,Pholidota,Manidae,Manis,FR,US,SG,,1,specimens,,S,W
2018,I,Manis javanica,Mammalia,Pholidota,Manidae,Manis,KR,NL,XX,,2,scales,,E,O
2018,I,Manis javanica,Mammalia,Pholidota,Manidae,Manis,KR,NL,,2,,derivatives,Number of specimens,,
2018,I,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,XX,,12,specimens,,S,W
2018,I,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,CN,,1,,medicine,,T,I
2018,I,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,FR,TW,1,,specimens,,S,W
2018,I,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,,1985,,medicine,,P,I
2018,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,MY,ZA,,,1,specimens,ml,,C
2018,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,TZ,ZA,,,4,scales,,S,W
2018,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,ZA,SZ,,7,,specimens,,S,U
2018,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,CZ,CG,,,10,scales,,S,
2018,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,DE,CF,,,458,specimens,,S,W
2018,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,MY,ZA,,,1,specimens,ml,,C
2018,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,FR,XX,1,,specimens,,S,W
2018,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CZ,CG,,,50,scales,,S,
2018,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CZ,CG,,42,,specimens,,S,W
2018,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,DE,CF,,,456,specimens,,S,W
2018,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,KE,,1,specimens,,S,W
2018,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,LR,,1,specimens,,S,W
2018,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,SL,,1,specimens,,S,W
2018,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,MY,ZA,,,1,specimens,ml,,C
2018,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,FR,SL,1,,specimens,,S,W
2019,I,Manidae spp.,Mammalia,Pholidota,Manidae,,CI,SN,,1,,scales,kg,E,I
2019,I,Manidae spp.,Mammalia,Pholidota,Manidae,,SN,CI,,,1,scales,kg,E,I
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,CN,CM,,,22,specimens,,,W
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,FR,US,XX,,1,specimens,Number of specimens,S,W
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,FR,XX,1,,bodies,Number of specimens,P,I
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,HK,XX,7,,medicine,Number of specimens,P,I
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,KE,,500,,medicine,g,P,I
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,2,,leather products (small),Number of specimens,T,I
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,UG,,,1.54,scales,kg,S,W
2019,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,21,,medicine,Number of specimens,T,I
2019,I,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,AT,PH,,,18,specimens,,S,W
2019,I,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,AU,PH,,20,,specimens,Number of specimens,S,W
2019,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,CN,SG,XX,,4,scales,kg,L,I
2019,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,MY,GA,,,3,specimens,,S,
2019,I,Manis javanica,Mammalia,Pholidota,Manidae,Manis,ID,NL,XX,,2,carvings,,E,O
2019,I,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,FR,US,TW,,1,specimens,Number of specimens,S,W
2019,I,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,,4,,medicine,Number of specimens,T,I
2019,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,CN,SG,XX,,1,scales,kg,L,I
2019,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,ZA,SZ,,2,,scales,,S,U
2019,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,CN,SG,XX,,1,scales,kg,L,I
2019,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,DE,CF,,450,,specimens,,S,W
2019,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CN,SG,XX,,2,scales,kg,L,I
2019,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,DE,CF,,450,,specimens,,S,W
2019,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,DE,CI,,100,5,specimens,,S,W
2019,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,LR,,1,specimens,Number of specimens,S,W
2019,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,GA,,1,,bodies,Number of specimens,P,I
2020,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,SG,XX,,904,scales,g,S,I
2020,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,US,SG,XX,,39,scales,g,S,I
2020,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,ZA,NA,,,1,live,Number of specimens,M,W
2020,I,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,SG,XX,,13.3,scales,g,S,I
2020,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,BJ,,,349,live,,S,W
2020,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,CZ,CG,,7,specimens,,S,W
2020,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,GA,,,8,scales,Number of specimens,S,W
2020,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,GA,,,15,specimens,Number of specimens,S,W
2020,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,SG,XX,,8.1,scales,g,S,I
2021,I,Manis spp.,Mammalia,Pholidota,Manidae,Manis,ZA,DE,,54,,specimens,,S,W
2021,I,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,US,GB,XX,,1,bodies,Number of specimens,T,O
2021,I,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,DE,CI,,2,,specimens,Number of specimens,S,W
2021,I,Manis javanica,Mammalia,Pholidota,Manidae,Manis,SG,HK,XX,30,,specimens,ml,S,I
2021,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,FR,ZA,,96,,specimens,ml,S,W
2021,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,GB,NA,,,59,specimens,Number of specimens,S,W
2021,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,NL,GB,XX,,1,bodies,Number of specimens,T,O
2021,I,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,NL,GB,XX,1,,bodies,,T,O
2021,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,ZA,XX,,48,specimens,,S,W
2021,I,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,ZA,DE,CF,,57,specimens,Number of specimens,S,W
